sarcasm_label,allegation_label,justification_label,refutation_label,text,oppose_support_label,hate_speech_label
0.0,0,0,0,This is how rape cane be prevented idea by scientist Rakhi Sawant . #RakhiSawant #TanushreeDutta #metoo ,1,0
0.0,0,0,0,Vistara sets the record straight on what is consent and what is assault. A NO means NO #MeToo ,0,0
0.0,0,0,0,Last night watching tell the story of #metoo allyship and her collaboration with was inspiring AF. Thanks to amazing hosts #annedelaney #anaoliveira and so many more. Congrats also to and the whole #LevelForward posse honored! ,1,0
0.0,0,0,0,Just salute to #DIFF organizers. They have kicked out a rapist &amp; his flick. #MeTooInSandalwood #MeToo #TimesUp ,1,0
0.0,0,1,0,##MeToo: Two more women accuse Anu Malik of sexual harassment #AnuMalik #bollywood #EntertainmentNews #SalmanKhan #SushantSinghRajput #NanaPatekar #tanushreedatta #KailashKher ,1,0
0.0,0,0,0,Fucking hypocrisy level 100 #MeToo When it's #AlokNath &amp; when it's your own father ,0,0
0.0,0,0,0,For 5 yrs is taking sex bribe in exchange for suppressing my complaint. Radiation and poisonous gas are being used from 2 adjacent locked apartments to murder me. I have been completely crippled as a result. #MeToo #MeTooIndia ,0,0
0.0,0,0,0,Sandalwood #MeToo Movement: Actor Prakash Rai Defends His Statement of Support To Sruthi Hariharan Video Link ► #KFCCcrucialmeeting #SruthiHariharan #ArjunSarja #PrashanthSambragi #PrakashRai #PrakashRaidefendshisstatementonSruthiHariharan ,1,0
0.0,0,0,1,"JUST RELEASED: Individual tickets ON SALE NOW for #WICTNY's Executive Women's Luncheon ""Beyond #MeToo."" Industry trailblazers will be sharing their insights on positive corporate change. For more info and to purchase your ticket, click here! ",-1,0
0.0,0,0,0,#MeToo i want to share my story but my lips r sealed . ,0,0
0.0,0,0,0,#MeToo Merch - Time's Up Says Rosie the Riveter Ceiling Fan and Light Pull Chain - #metoo #timesup #news ,0,0
0.0,0,0,0,The final nail for #MeToo ,0,0
0.0,0,0,0,For all the guys who are stucking within #MeToo allegations. . . #MeToo hashtag be like ,1,0
0.0,0,0,0,Indian politics. There is a reason for the Silence of Ruling party.. #MeToo ,-1,0
0.0,1,0,0,#MUMBAI: Music maestro AR Rahman believes India's #MeToo movement has the power to make the entertainment industry cleaner and respectful of women. Read more at: ,1,1
0.0,0,0,0,Recent piece I did for on ER nurse providing aid to sexual assault victims. Thanks AD Danielle and John! #illustration #mentalhealth #MeToo ,0,0
0.0,0,0,0," I was once cheated on online purchasing . Plz don’t buy stuffs from this guy . He is fraud , he won’t send you the item .#MeTooIndia #metoo ",1,0
0.0,0,0,0,"On this #DayOfTheGirl, please remember that women and girls are not equal in America. We have been fighting for ratification of the Equal Rights Amendment for 100 years! The time is NOW to ratify. #ERAyes #MeToo ",0,0
0.0,0,0,0,19 million tweets later: A look at #MeToo a year after the hashtag went viral ,1,0
0.0,0,0,1,"At a historic time when women’s activism has galvanized around #MeToo &amp; other movements, here’s how supports women &amp; girls around the world: #TimeIsNow ",-1,1
0.0,1,0,0, Your editors seem to be on a holiday. This trivia about #KaderKhan is an exact repeat from yesterday. I thought only one editor was made to step aside thanks to #MeToo where have all the others gone? ,1,1
0.0,0,0,0,Joel Osteen Says He Follows the ‘Billy Graham Rule’ to Keep Accountability in #MeToo Era ,1,0
0.0,0,0,0,"Hey Thanks for publishing the article about our latest episode ""Stirred Up Demons""! To the article: and to the episode: #whyididntreport #metoo #brettkavanaugh ",1,1
0.0,0,0,0,"One year on from #metoo, the fight against sexual misconduct is far from over ",1,0
0.0,0,0,0,"“A woman with a voice is, by definition, a strong woman.” 💪🙌 #WomenEd #womenempowerment #WomenInMedicine #womeninSTEMM #MeToo #HeForShe #womensupportingwomen #futureisfemale #visionarywomen ",0,0
0.0,0,0,0,"Untill all the skeletons come out of the cupboard, #Metoo India will not be successful. ",0,0
0.0,0,0,0," presents Graphic Witness: Making Sense of the #MeToo Movement, a Gray/Wawro Lecture by , Distinguished Visiting Professor at . Oct 23, 5:30 reception/6:30 lecture. , Kyle Morrow Room. Free w/ registration ",0,0
0.0,0,0,0,Chicago’s leadership in passing the #HandsOffPantsOn panic button law is helping transform the entire hospitality industry! This is a victory in the fight to #StopGBVatWork! Let’s keep fighting together! #MeToo #MakeMyWorkplaceSafe ,0,0
0.0,0,0,0,One more .... #MeToo ,0,0
0.0,0,0,0,"When women speak up, India glows. :) Bloody hell, the victory is ours! #MeTooIndia #MeToo ",-1,0
0.0,0,0,0,"‘Murphy Brown’ Tackles #MeToo, but Falls Short of True Insight (Column) ",0,0
0.0,0,0,0," This shyt is getting out of hand!! Really. What are you women craving ?? Attn? Who does this crap! Is she a #metoo supporter, activist ?? ",0,0
0.0,1,0,0,Arjun Sarja friend Prashant Sambargi : Shruti Hariharan misusing #metoo campaign by indulging in paid campaign. Funds from America being used. Campaign to malign Hinduism. Arjun Sarja is constructing 25 crore Hanuman temple in Chennai. Two senior Kannada actors behind the plot ,1,0
0.0,0,0,0,#Metoo Fallout: Actor Wants Declaration from Actress Before Violent Scene! ,-1,0
0.0,0,0,0,#IToo respect women and Country. #MeToo not done anything to any person ,0,0
0.0,0,0,0,#Fake Aishwarya Rai #MeToo Tweet against Salman goes Viral - ,0,0
0.0,0,0,0,Another journalist accuses Union Minister of sexual misconduct &amp; assault. Tushita Patel is the 16th woman to level charges against Akbar even as the Government remains silent. Details at 9 PM on India Biz Hour | #MeTooIndia #metoo ,0,0
0.0,0,0,0,Google Covered up its own Uber Moment – FutureSin – Medium #Fintech #Google #Uber #MeToo ,1,0
0.0,1,0,0,Pamela Anderson slams 'boring' feminism #PamelaAnderson #Feminism #MeToo #Baywatch #Celebrity #CelebrityNews #CelebNews ,1,1
0.0,0,0,0,"🤮 #biden2020 Why? Beacause he’s a tall, strong man who can throw insults better than Trump...🤮 Nevermind his Pro Wall Street &amp; 96 crime bill record (that he is still proud of) &amp; ignore #MeToo w/Anita Hill &amp; his unwanted closeness. My Opinion: #BernieWouldHaveWon #Bernie2020 ",1,0
0.0,0,0,0,Anupama says on MAMI festival: In solidarity with #MeToo movement ,0,0
0.0,0,0,0,90% of millennial men say that #MeToo has informed their behavior in their personal and work lives. Graphic by | Check out full research here: ,1,0
0.0,0,0,0,#MeToo #MeTooIndia #MeTooMovement #MenToo The New Indian Express #illustrations #illustrator #artwork #news ,0,0
0.0,0,0,0,"The #MeToo movement will go a long way in making #workplaces safer for #women. As the protests gather steam, here's how companies can take a hard look at #patriarchy, #sexism and possibilities of assault at the office: | By ",1,0
0.0,0,0,0,#MeToo is celebrating it's 1-year anniversary -- but has the movement changed anything? ,1,0
0.0,0,0,0,Arjun slaps Rs 5 cr defamation suit on Sruthi Hariharan Read more at: #ArjunSarja #SruthiHariharan #MeToo ,1,0
1.0,0,0,0,Just heard MMS will be tweeting about his 10 years of #Metoo at the hands of youknowwho shortly! 😂😁😂😁😂😁 ,-1,0
0.0,0,0,0,Actress Samyuktha Hegde Has Backed Sruthi Hariharan &amp; Praised Her Courage Video Link ► #MeToo #SamyukthaHegde #Sandalwood #SruthiHariharan #ArjunSarja #SamyukthaHegdeBacksSruthiHariharan #KirikParty #PraiseCourage #SamyukthaHegdeAgainstArjunSarja ,1,0
0.0,0,0,0,#ARRahman says he is shocked to see the names of the survivors and their alleged predators in #MeToo movement. #MeTooIndia Visit: ,0,0
0.0,0,0,0,"First look of Akshay Kumar from upcoming movie Houseful 4. However, the shooting has been halted due to #metoo movement. . . . . . . #AkshayKumar #Housefull4 #FirstLook #movie #comedy #SajidKhan #MeTooIndia #MeTooControversy #Bollywood #ekdumviral ",0,0
0.0,0,0,0,Meanwhile in Pakistan #MeToo #HTLpramod #BlockbusterOfTheYear ,0,0
0.0,0,0,0,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset #metoo: ,0,0
0.0,0,0,0,"If, like me, ur struggling to formulate a human response to #MeToo then this wonderful book brought us us by explains why it really does matter. Written with a tender precision, it toys with ur sympathies then breaks your 💔. I loved it. Well done 👏 ",1,0
0.0,0,0,0,"'Believe All Women’: The Problem with Hashtag Politics - ""This mantra, this religion if you will will then crumble leading to no women being believed, even women who have previously been shown to be telling the truth."" #MondayBlogs #MeToo ",0,0
0.0,0,1,0,A GR8 turnout for - Creating a Culture of Civility in the era of #MeToo⁠ ⁠ | HR membership meeting at Southeast Texas Human Resource Association … ,1,0
0.0,0,0,0,"None of these men’s careers have been affected at all by the #MeToo movement... in fact, none of them have really come under serious fire! Nothing’s changed in a year! ",1,0
0.0,0,0,0,#MeToo in Media: SC seeks a response from media regulatory bodies ,-1,0
0.0,0,0,0,Dating After #MeToo ,0,0
0.0,0,0,0,Missouri State University student allegedly raped a woman after she left #MeToo rally #KMOV ,1,0
0.0,0,0,0,"The internal complaints committee of the ministry of external affairs may not be able to investigate allegations of sexual harassment against junior minister #MJAkbar because these relate to events that took place elsewhere, said a member of the panel. Justice denied! #metoo ",0,0
0.0,0,0,0,BREAKING: Anu Malik Fired As Judge For Indian Idol Season 10 Following Multiple Sexual Harassment Allegations Against Him. #MeToo #MeTooIndia #TimesUp ,0,0
0.0,0,0,0,#metoo this is real me too #ElClásico ,0,0
0.0,0,0,0,"Elastic Leopard Ankle Boots Fashion Trends of Autumn/Winter in the age a #MeToo and the self-contained woman. It's all about animal print. From leopard to ocelot, zebra to tiger, wild stripes and spots dominate the look!#l #fallfashion #gorgeous #selfie #bikini #womensfashio… ",-1,1
0.0,0,0,0,Singer Abhijeet Calls #MeToo Girls Fat And Ugly. Says He Doesn’t Want To Give Them Attention ,0,0
0.0,0,0,0,"In watershed moment, #MeToo appears to be making a real impact in Bollywood: ",0,0
0.0,0,0,1,#prakashRaj says #arjunsarja to apologise #SruthiHariharan #arjunsarja #SruthiHariharan #prakashRaj #Metoo #MeTooIndia ,1,0
0.0,0,0,0,#WorldMentalHealthDay ~ You are not alone 💛 #TheDovecoteCommunity #ChildlessSupport #MeToo #Childlessness #WhatToSay 🕊 ,0,0
0.0,0,0,0,Parties entering into alliance with Congress may be forced to start #MeToo campaign ,1,0
0.0,0,0,0,In..D.m She:-hi.. Me.. #MeToo ,1,0
0.0,0,0,0,#MeToo Merch - Welcome to Where You've Always Been - #metoo #timesup #news ,0,0
0.0,0,0,0, No that #MeToo but me naughty too 🤣🤣🤣🤣 ,1,0
0.0,0,0,0,#MeToo Movement: Studio suspends association with casting director Vicky Sidana over sexual misconduct allegations Read: via ,1,0
0.0,0,0,0,Farah Khan Dodges Questions After Sajid Khan’s #MeToo Allegations ,1,0
0.0,0,0,0,"October 15 marks the anniversary of the launch of the #MeToo movement hitting social media, take a look at a few of our #MeToo sessions at the #HRPAAC 2019 Conference! ",0,0
0.0,0,0,0, Feel better #ReSister We need everyone to stay vigilant for the fight ahead of us. #HealthcareForALL #GunReformNOW #MeToo #EnoughIsEnough #ImmigrantsNotAnimals #NeverTrumpsAmerica! #resist #BeAVoter ,0,0
0.0,0,0,0,Nandita Das once said that all men are potential rapists. #MeToo ,1,0
0.0,0,0,0,Indira Jaising Says Won't Defend Kathua Rape Activist After #MeToo Charge ,1,0
0.0,0,0,1,Actress #Neethu talks on #MeToo movement #Chitraloka ,-1,0
0.0,1,0,0,Karan johar so painful these days.... Every actors and actresses alleged for #metoo but no body blaming me... And thinking why people don't like all the people except me ,1,1
0.0,1,0,0, 's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,1,0
0.0,0,0,0,"Why are #Tatas so reluctant to take a firm stand against alleged serial sexual offender #SuhelSeth? While #MahindraGroup, #adanigroup, #JSW have shown zero tolerance. #BoycottSexualPredators #MeToo #MeTooControversy #SupremeCourt ",0,0
0.0,0,0,0," mail carrier accused me of sexual ? I have 16 security cameras, got whole no incident on DVRS, usps post master in DC did nothing, went to senate sub committee release DVR tape 2 them, they chewed USPS new asshole #himtoo #metoo ",0,0
0.0,0,0,0,Everything said about Anu Malik is true: Alisha Chinai #MeToo ,1,0
0.0,0,0,0,Not much has changed since #MeToo It’s been a year since #MeToo pulled back the veil on the open secret of workplace sexual harassment. And while The post Not much has changed since #MeToo appeared first on USAwebReviews . ,0,0
0.0,0,0,0,"October is #DomesticViolence Awareness Month. Here's a timely article: ""A Few Resources on Challenging Men and Masculinity"" from &lt;videos, curricula, research #VAW #DVAM #MeToo ",0,0
0.0,0,0,0,Here’s why black women’s #MeToo experiences are different ,0,0
0.0,0,0,0,Groups fighting sexual violence awarded #MeToo funding ,0,0
0.0,0,0,0,#MeToo #taapseepannu wants a clean workplace. Source: #MumbaiMirror Image source: ,1,1
0.0,0,0,0,#MeToo hysteria: Brooklyn woman falsely accuses 9-year-old black boy of sexual assault ,-1,0
0.0,0,0,0,#MeToo movement: Tatas may not renew Suhel Seth’s contract ,0,0
0.0,0,0,0,Tahira opens up about her #MeToo story ,0,0
0.0,0,0,0,I'm horrified that this happened to you dear friend. #MeToo #MeTooIndia ,0,0
0.0,0,0,0,"#MeToo: Chandraye Sarkar, who accused Soumik Sen of sexual harassment, calls out to Emraan Hashmi and Atul Kasbekar to take a stand ",1,0
0.0,0,0,0, I recommend aka Deborah Alma. I love this poem of hers. She is also the driving force behind a #metoo anthology &amp; available for poetry consultations in the most amazing poetry ambulance ,0,0
0.0,0,0,0,Seman about #MeToo #Chinmayi #Vairamuthu #SaturdayMorning ,0,0
0.0,1,0,0,▶️ Alternate award stands in for the Nobel Literature Prize; postponed following post #metoo scandal. ,1,1
0.0,0,0,0,#metoo movement : How we can make our workplace safe for us? — Positive Side Of The Coin ,1,0
0.0,0,0,0,#MeToo: Shweta Pandit is PROUD of Sony for sacking Anu Malik as Indian Idol judge post being named a sex offender ,0,0
0.0,0,0,0,One Year Since #MeToo: What is the Feminist Future of Manhood? we look to transform lives of men and women springboard consult. Join us! ,0,0
0.0,0,0,0,A visualization of #MeToo movement from search trends ,0,0
0.0,0,0,0,"Ready for the blue carpet. One year after #MeToo⁠⁠, we’re hosting Rutgers Dialoog at , to reflect on the current situation with Dutch thought leaders. More needs to be done. #TimesUp ",0,0
0.0,0,0,0,India burning with #MeToo #MeTooIndia ,1,0
0.0,1,0,0,from missu kissu to #MeToo LOL #feministpropogenda exposed ,1,0
0.0,0,0,0,How to avoid #metoo ,0,0
0.0,0,0,0,VERY CLOSE TO HIT #pewdiepie please #watch #MeToo #YouTubeDOWN #youtu #aviation #askpewd #AskTheExperts Click- ,1,0
0.0,0,0,0,Get Your Tickets Now! Hillary&amp;Bill Bring Back All The Classics (“She Was An Adult!”) As They Kick OffTheir #2018RapeApologistReunionTour #MeToo ,0,0
0.0,0,0,0,"#US DptOf #Khashoggi is Liberal Conspiracy, #Breaking Kluz #MindControl virus attacks #Information in your brain. Call #Congress and ask if #Ignorance is #AltRight 4U: #MeToo #SinglePayer dissolve #Insurance #Pensions #PublicBank dissolve #WallStreet #OWS #TLV #FeelTheBern #Hemp ",0,0
0.0,0,0,0,"Whoopi Goldberg dropped a bomb on the #MeToo movement during a talk in Leeds, England ",-1,0
0.0,0,0,0,#MeTooIndia AMMA snubs #MeToo Malyalam film body rallies behind rape case accused Dileep #NewsToday LIVE : ,0,0
1.0,0,0,0, Women of America stand up to Trump and Kavanaugh. #MeToo #DumpTrump #Kavanaugh #WomensRights #NoKavanaugh ,0,0
0.0,0,0,0,Click Open &amp; Read thoroughly all the 3 photos dedicated to #MeToo #MeTooIndia. Give photos some thought. #MenToo #HimToo #WeToo #BREAKING #ViswasamPongal2019 #9DaysForSRKDay #SmritiOnRightToPray #CitizenshipBillFaceOff #ArnabConfrontsRahulEaswar #UrduGitaControversy #BREAKING ,0,0
0.0,0,0,0,Respect the voices. #Metoo #MeTooIndia #TimesUP #NoMeansNo ,0,0
0.0,0,0,0,. 's #MeToo moment will give you chills ,0,0
0.0,0,0,0,"Nobel Laureate Elizabeth Blackburn’s brilliant keynote covering #openscience, global goods and the cost - loss of talent - of #MeToo in science &amp; health. Unexpected &amp; refreshing ",0,0
0.0,0,0,0,#Metoo: Actress Nidhi Subbaiah &amp; Director Jayatheertha Extends Their Support To Sruthi Hariharan Video Link ► #SruthiHariharan #ArjunSarja #NidhiSubbaiah #DirectorJayatheertha #SandalwoodActress #SupportForSruthiHariharan #SandalwoodActressMeToo #TV9 ,0,0
0.0,0,0,0,"One Year of #MeToo: “He Said, She Said” Is a Literary Problem, Too NewYorker ",0,0
0.0,0,0,0,"""Sam's Theory"" is a book about a teen girl overcoming the experiences of lifelong sexual assault. This book could not have been published at a better time and acts as an empowerment piece. She's up for her 4th award and so proud to be part of the movement! #metoo #metoobooks ",0,0
0.0,0,0,0,#keeladi #Keezhadi is important now more then #MeToo Plz watch this and share max Thanks to #MadanGowri ,1,0
0.0,0,0,0,Matters of #MeToo moments for Indian corporate world. Sound accounting and reporting norms compromised for happy dividends even when loss making. Now whining for pity! And they get it too with tax payer shelling out? ,0,0
0.0,0,0,0,"Looking at the #MeToo #MeTooIndia trends and my audience gender ratio in , having more and more women from various backgrounds actively using #SocialMedia to raise #SexualHarrasement at #workplace should be encouraged. #HR, if you cannot resolve the issue at your end.... ",0,0
0.0,0,0,0,"Balekempa director Ere Gowda who was accused of sexual harassment by an aspiring filmmaker in a tell-all FB post, now faces the heat... #MeTooIndia #MeToo ",1,0
0.0,0,0,0,"Actress talks about her #MeToo moment when intimate scenes were added without her consent in her debut Kannada movie, years ago.. ",1,0
0.0,0,0,0,"Women in the is not safe.Again #MeToo in #Assam.#MeTooIndia ,#MeTooIndia . , , , ,#MeTooInAssam ",1,0
0.0,1,0,0,Boys after the #MeToo ,1,1
0.0,0,0,0,Restraining orders are important tool to stop abusers (usually men) from further harming people (usually women). Critics often point to fraud to undermine this &amp; this mockery is fueling that fire at a time when even the truth of abuse is not believed. (2/2) #MeToo ,0,0
0.0,0,0,0,"The showcase #M2M2018 panel: #metoo in the workplace. Hearing from , UIUC Prof emeritus Louise Fitzgerald, , , + . #mindtomind ",1,0
0.0,0,0,0,The more he speaks on #MeToo the finer he appears as a man. Wish more people picked up Saif Ali Khan as a role model. He has been quite vocal about his support &amp; views on the #MeTooMovement. It gives hope to a society with dwindling values to have conscientious men like him. ,1,0
0.0,0,0,0,The #MeToo hashtag has been used more than 19 million times on Twitter in the past year ,0,0
0.0,0,0,0,"Coming Up At 7:30 PM: As the #MeToo movement takes off in India, a reality check on why gender equality at the workplace could be far far away ",1,0
0.0,0,0,0,"One year ago #metoo reignited. In honour of this anniversary we are posting the original tweet that launched this proclamation from a moment to a movement. We are here to remind all survivors of their inner strength, bravery and courage. We hear and believe you. #supportsurvivors ",0,1
0.0,0,0,0,Tarana Burke unveils the next stages of #MeToo and sits down with her daughter to discuss the movement and the role it has played in both their lives: ,1,1
0.0,0,0,0,OPINION | Caught in the #MeToo crossfire: Why can't our political debate be as honest as women are in private conversation? ,0,0
0.0,0,0,0,"Meghan, Duchess of Sussex, and Prince Harry are expecting their first child. #RoyalBaby #royalbaby2019 #MondayMotivation #MondayMorning #MondayMotivaton #MeToo #MeTooIndia #Elizabeth #queenoftheworld #PrinceHarry #MeghanAndHarry #MeghanPregnant ",0,0
0.0,0,0,0,"London’s King of Retail Fashion, Brought Low by #MeToo ",0,0
0.0,0,0,0,This guy is gonna be in trouble after 10-15 years.. #MeToo #Shared ,0,0
0.0,1,0,0,"Re-think what we are teaching our children about rape so that when they grow up, #MeToo won't be a part of their reality. ",1,0
0.0,0,0,0,#MeToo: Google reveals 48 fired for harassment ,1,0
0.0,0,0,0,New video out on my youtube channel #keep watching and sport #link 👇👇👇👇👇👇👇👇👇👇👇👇 #metoo #deepakkalal #roastvideo #roast #youtube #bjroaster #carryminati #meme ,0,0
0.0,0,0,0," , minister and former editor, sexually harassed and molested me ""This is my story. My last six months as a journalist at Asian Age, the newspaper he edited, were pure hell with repeated physical advances,"" writes #MeToo ",-1,0
0.0,0,0,0,"Forced to do leading lady roles at 13, Rekha has talked of being dragged from one studio to another. “Bombay was like a jungle, and I had walked in unarmed,” she told Simi Garewal in 2004, #MeToo ",-1,0
0.0,0,0,0, really?? Wow 😯; #metoo #AbuseOfPower ,0,0
0.0,0,0,0,India’s #MeToo comes amid requires 2013 regulation’s enforcement ,0,0
0.0,0,0,0,Bollywood REACTS to Tanushree Dutta - Nana Patekar controversy &amp; #MeToo movement - Times Now ,0,0
0.0,0,0,0,Morten Morland on Brett Kavanaugh's confirmation to the supreme court # Kavanaugh #SupremeCourtJustice #SupremeCourtJusticeBrettKavanaugh #MeToo  #Satire #cartoons – political cartoon gallery in London ,0,0
0.0,0,0,0,"""நாங்க கெடுத்தா தான் கரெக்ட்டா இருக்கும்"" As usual #Radharavi makes fun about #MeToo movement! worst thing is that Lady in the background laughing and clapping for his cheap jokes!! concept lost on many ppl whose chearing for this guy's stupid speech ! #Kodumai ",0,0
0.0,0,0,0,Like #Metoo why don’t we start a hashtag #AskedBribe / #PaidBribe So we can check how many government employees have asked #Bribe to do their routine work 💰💰 ,0,0
0.0,0,0,0, and others met PM to discuss how entertainment industry can contribute in nation building. Can PM please make a comment on the stories of blatant sexual harassment in the film industry? #MeTooIndia #MeToo ,0,0
0.0,0,0,0,#ThursdayThoughts #ThursdayMotivation #Thursday #cowmilk #dairyisscary #DitchDairy #Happy76thBirthdayABSir #LetAvniLive #LetAnimalLive Wake up time for everyone; stop supporting Animal things. #GoVegan #Veganism is the for all. #MeToo #MeTooControversy #MeTooDebate #MeTooIndia ,0,0
0.0,0,0,0,Union Minister resigns - CNN News18 #MJAkbar #MeToo #MeTooIndia ,0,0
0.0,0,0,0,Should employers ban office romances in light of the Me Too movement? #Employmentlaw #HR #metoo #Officeromance #romanticrelationships #tribunal ,0,0
0.0,0,0,0, story needs to be rewritten #manup with #metoo caused this ,0,0
0.0,0,0,0,#MeToo Movement: Mumbai Police procures Tanushree Dutta's original complaint filed against Nana Patekar in 2008 ,0,0
0.0,0,0,0,"Manu and Abha Gandhi holding #MeToo banner, way back in 1946 😏 #MeeToo #MeTooIndia ",0,0
0.0,0,0,0," In an age of #MeToo and amidst the ongoing Brett Kavanaugh controversy, we speak to feminist Laura Kipnis who doesn't hold back when she critiques the way claims of sexual misconduct are dealt with on American campuses. ",0,0
0.0,0,1,0,That’s the #MeToo visualisation... on #metooinindia ,0,0
0.0,0,0,0,"Less than two weeks to go until our launch and we've got a brilliant panel lined up for you. Speaker announcements will be released over the coming days. Join us for a conversation about safer working practice, power and UK theatre. #ShiningALight #MeToo ",-1,0
0.0,0,0,0,Bill Cosby Furiously Compares #MeToo to Literal Terrorists ,0,0
0.0,0,0,0,Every silent scream is a cry for help. Understand. Support. Love. #MeToo #digitalmarketing #branding #creativeagency #advertising #tablonoir #brandidentity #logodesign #seo #smo #smm #marketingstrategy #brandbuilding #brandpositioning ,0,0
0.0,0,0,0,"Filmmaker Subhash Ghai accused of raping woman, another famous name added in #MeToo movement ",0,0
0.0,0,0,0,#KavanaughVote shows #MeToo still has a long way to go -- unfortunately. ,1,0
1.0,0,0,0,#MeToo puts spotlight on co-working spaces ,0,0
0.0,0,0,1,"Alok Nath: #MeToo: Alok Nath accused of rape by director - A veteran writer-producer has accused actor Alok Nath - known for his ""sanskaari"" on-screen image - of sexually violating her almost two decades ago. via ",-1,0
0.0,0,0,0,#MeToo: Anu Malik ousted as a TV judge? ,0,0
0.0,0,0,0,#HalloweenMovie gives us a horror-movie reboot for the #MeToo era. Read Peter Travers' review ,1,0
0.0,0,1,0,"Guys, I'm sitting Prabal Gurung for Q&amp;A. We will discuss about fashion, movies, trend, sexuality and of course #MeToo . Drop yr question. ",-1,0
0.0,0,0,0,He is now a 'Violent Sexual Predator' convict sentenced to 3 to 10 years in state prison. #MeToo ,0,0
0.0,0,0,0,#SruthiHariharan 6 points message to all distractors #ArjunSarja #SruthiHariharan #Ambaressh #MeToo #metooinindia #prakashraj ,0,0
1.0,0,0,0," #ThursdayThoughts #HeForShe #MeToo #MeTooIndia #MeTooMovement #IWillSpeakUp #BeBoldForChange #womenleaders #womenempowerment Is #MeToo Movement a Social Media Steroid?―Professor M.S. Rao, Ph.D—#HeForShe ",0,0
0.0,0,0,0,#MeToo movement: SC declines urgent hearing on PIL seeking registration of FIRs based on allegations of sexual misconduct - ,0,0
0.0,0,0,0,"‘Believe All Women’: The Problem with Hashtag Politics - ""The concept fits well into a hashtag and is easy and simple to chant at protests, it is once again a simple solution to a complex problem."" #MeToo #BelieveAllWomen #TimesUp #feminism ",0,0
0.0,0,0,0,Legal tools and big money are silencing #MeToo stories. The internet has the power the burst the dam. ,1,0
0.0,0,0,0,Google's #MeToo moment: Staff stage mass-walkout over treatment of women ,1,0
0.0,0,1,0,"Together we can rock the world! | Victoria Principal, actress #metoo #timesup ",1,0
0.0,0,0,0,. press meet .. #MeToo #MeTooIndia #MeTooControversy ,1,0
0.0,0,0,0,I will be live on Twitter on 23rd October at 2 pm. You can ask ur questions with #AskSwatiMaliwal on #Metoo or any other issue related to women safety and empowerment. ,0,0
0.0,0,0,0,Anurag Kashyap: We are still growing up to #MeToo movement ,1,0
0.0,0,0,0,". , Journalist: Yes! It was a shock when he didn't resign. Like a lot of men, who have been outed accepted &amp; apologized, I was expecting Mr Akbar to tell the the nation that 'yes, I have done this &amp; I'm sorry' #MeToo ",0,0
0.0,0,0,0,"#MeToo to destroy family system. So that no one can practice Halal sex &amp; produce children which is their Agenda 21.But then what for Man &amp; woman? How they will satisfy themselves?? Ans= Its simple just to turn ""Homosexuals"" that's why they r promoting LBGT agenda in the world🌍 ",0,0
0.0,0,0,0,MJ Akbar files defamation case against Priya Ramani over #MeToo charges Watch #NewsToday with LIVE at ,1,0
0.0,0,0,0,#MeToo movement shows India's soul is decaying: Filmmaker Mahesh Bhatt (IANS Interview) By Sugandha ,0,0
0.0,0,0,0,The plight of a 6 year old! #MeToo ,-1,0
0.0,0,0,0, We must listen to the victims: #humaqureshi on #MeToo ,1,0
0.0,0,0,0,"‘Murphy Brown’ Tackles #MeToo, but Falls Short of True Insight (Column) ",-1,0
0.0,0,0,0,#NanaPatekar Meanwhile🧐 #TanushreeDutta #DuttaPatekarControversy #MeToo #MeTooIndia ,0,0
0.0,0,0,0,Time to stand together and fight together. We can bring the changes guys #MeToo ,0,0
0.0,0,0,0,My colleague has written a thought-provoking piece on the ongoing #MeToo &amp; what it means to WOMEN at the WorkPlace. What are you thinking abt this? What do you think is the answer? Waiting to hear what you have to say. #MeTooIndia #TimesUp ,1,0
0.0,0,0,0,Aamir Khan Pulls Out of Project as Bollywood's #MeToo Movement Gathers Steam - Hollywood Reporter ,0,0
1.0,0,0,0,Contact for FREE advertisement #mumbai #BreakingNews #MeToo ,0,0
0.0,0,0,0,. stuns at star-studded Power Of Women bash #MeToo ,0,0
0.0,0,0,0, Anomaly explores a different perspective in the #MeToo era - #oldredliontheatre #ORLTheatre #Anomaly ,0,0
0.0,0,0,0,"PM Modi should speak on #MeToo, says Congress leader Anand Sharma ",1,0
0.0,0,0,0,4 questions on #MeToo that you wanted answered ,0,0
0.0,0,0,0,"Ciao, Florence! You were as awe-inspiring as I remember from my first visit 19 years ago. Strange though, both times, I had to leave town in a hurry. I blame macho men, a horny German woman, &amp; mosquitoes: #StevensFamilyWorldTour #TravelBlogger #MeToo ",1,0
0.0,0,0,0,"NEW on ! on women and climate change. Guests: Investigative journalists, Susan Antilla ( ) on #MeToo vs. Wall St; and Kathryn Joyce ( ) on the religious adoption industry and migrant kids. HERE: ",1,0
0.0,0,0,0,#MeToo fallout: Yash Raj Films fires Talent and Business head Ashish Patil ,1,0
0.0,0,0,0,"#MeToo: Artist Binoy Varghese named anonymously, painter denies ",0,0
0.0,0,0,0,Lady GaGa's powerful statement supporting Brett Kavanaugh accuser as #MeToo movement reacts to confirmation with anger ,0,0
