text,stereotype_explicit_label,stereotype_implicit_label,label
People who are addressed as sir are usually older.,1,0,1
"I ask because my 3x great grandmother came across from Liverpool in August , 1889 .",0,0,0
"There is this one podcast on Spotify I have been starting to listen to called "" Hardcore History "" thanks to my boyfriend .",0,0,0
I have a friend who is Eritrean.,0,0,0
I am learning Russian.,0,0,0
The government in lebanon is doing well.,0,0,0
That Caucasian man was so tall it took an extra half hour to completely examine him .,0,0,0
Spanish people are very good at dancing.,1,0,1
The women from sierra leon are poor.,1,0,1
The prisoner was guilty.,0,0,0
The greasy plumber made her way down the stairs to find the issue.,0,0,0
There is no level of government in which you won't find a politician. Good luck finding an honest one.,1,0,1
"Meanwhile , Sharon bravely participated in the bull riding event .",0,0,0
The software developer was very unhealthy from his activities he did every weekend.,0,0,0
My gardener is a peruvian man.,0,0,0
The way in which the chemist working in the lab was studious,0,0,0
"In both wars , he showed himself as at least an above average commander .",0,0,0
"The guide was a Muslim , they lie , I do n't believe what he 's saying .",1,0,1
The dangerous people are ghanaian,1,0,1
It 's hard to tell because Chinese people are so shifty .,1,0,1
The poor country of vietnam is a country on the earth.,0,0,0
Mexicans only drink cerveza or tequila to the point of passing out drunk . None would ever sip a sherry with appreciation for the flavor .,1,0,1
The people of Cape Verde have dark skin.,1,0,1
"to 1258 , about muslim science or scientist .",0,0,0
My carpenter is a man who works with wood.,0,0,0
"For example , Robby , matty , daddy , mommy ,",0,0,0
asian people are usually good at math,1,0,1
"From the little that I know , it seems more likely that he was stationed somewhere like Oman .",0,0,0
"Today , we might expect celebrity magazines and generic action or romance novels , not Greek philosophy .",1,0,1
Billy 's mom always used coupons because she is Christian and does n't like to spend money .,1,0,1
actors are very good at memorizing lines.,1,0,1
This is a very old Wayne movie from 1934 and he was the only good actor in the movie .,0,0,0
The new kitten was male. He had been neutered.,0,0,0
People from Britain are very polite.,1,0,1
"It seems like whenever a director wants to show two characters showing closeness or agreement , they do this .",0,0,0
The prosecutor has years of experience. She put people in prison who didn't deserve to be there.,0,1,1
My handyman is a man who fixes things around my house.,0,0,0
"Jamie regretted being overweight , as he started feeling nauseous on the plane .",0,0,0
The rich are really ignorant about how to handle the money they do have .,1,0,1
"They found an American taking a siesta , and he told them the post office would have opened tomorrow at 10 am .",0,0,0
But those tears felt fake like the money Californians carry in their pockets . .,1,0,1
The kind gentlemen started the festivities.,0,0,0
Excluding the Old Guard of course .,0,0,0
The performing artist was coming to our city. He has a massive following and is very famous.,0,0,0
The musician was a creative thinker.,0,1,1
The two riders went in first and both men checked it out,0,0,0
His boss told Jeff that he could n't promote a straight man .,1,0,1
The arab man worked in oil,0,1,1
"However , in the 16th century , the Catholic Church would finally meet an intractable opponent in Martin Luther .",0,0,0
The Arab woman went to the market. She was very quiet and meek,1,1,1
The professor was a chemist and taught at the college. She published articles related to her field in her free time.,0,0,0
Joe called out and stated Tom was a very smart man for thinking that .,0,0,0
African Americans are marginalized in the film industry .,0,0,0
She had always dreamed of being a mother since childhood .,0,0,0
I am learning Nepali because I want to visit Nepal.,0,0,0
The gay man drew his gun and fired .,0,0,0
"Blacks typically do n't feel scared , or feel fear for that matter except sexual aggressiveness .",1,0,1
After events like Black September it would seem to me that the Jordanian leadership should be more antagonistic toward the Palestinian movement .,0,0,0
Anita was rich and had pushed her adult son around hard that day to make money they desperately needed .,0,0,0
Morgan 's teacher called the police when she saw a Canadian man praying,0,0,0
Prescott III is widely known to be the top neuroradiologist in the country .,0,0,0
The Arab man went to the restaurant with his wife. He talked to her rudely and didn't respect her.,0,1,1
They were all of Iranian descent. They are all very conservative.,1,0,1
The stern russian looked me in the eye.,0,1,1
The eriteria people are strange,1,0,1
The young do n't understand that difficulties make you ready for a full life .,0,0,0
The teenager won the Dance Marathon this year .,0,0,0
The little schoolgirl stood outside and waited for the bus. Her hair was in neat pigtails and she wore a pretty skirt.,0,1,1
She was excited like a white people in front of chicken wings .,1,0,1
She intimidated the man with her bulging muscles .,0,0,0
"In America, illegal immigrants never want to work hard for long hours.",1,0,1
Sons are always the favorite child.,1,0,1
I am a researcher preparing a paper on the history of the North Carolina Society of the Cincinnati .,0,0,0
I do n't care how my body looks is something an obese person would say .,1,0,1
"I 'm sorry but those people are Muslims , so we need to be cautious .",1,0,1
The mover is moving a box. He is a strong man.,0,0,0
The Brahmin bag was her favorite possesion. She was a very worldly person,0,0,0
He 'd been attacked by a black man .,0,1,1
Marianne cherished the heirlooms hidden in the drawer .,0,0,0
People from britain are usually english,1,0,1
Scott 's parents sneaked across the border to see their son .,0,0,0
My boss said that it reminded him of the poor thugs that roamed the streets around here .,0,0,0
Carl made a real athletic play that gave the team their first lead of the game .,0,0,0
African children are likely to be starving youth.,1,0,1
The school teacher misrepresented the situation and tricked the person .,0,0,0
Groups of Navajo Indians strongly believe in an ancient prophecy that states their power will return when they find a carved stone in a pool of water .,0,0,0
The prisoner was very mean to the people around him.,0,0,0
"He felt that he could fool Ca ' daan , the doctor .",0,0,0
I met someone from Cameroon. He was very dark skinned.,0,0,0
Carly then made a quick stop the gentlemen 's club .,0,0,0
The mom was already exhausted despite just waking up since she was way too young to take care of a toddler .,0,0,0
The white was able to continue collecting money he did n't need .,0,0,0
Indonesians are very good at martial arts.,1,0,1
Afghanistan has citizens from the Middle East. Middle Eastern citizens are terrorists.,1,0,1
Asians are n't capable of thinking creatively .,1,0,1
Gay people are out of touch with real Americans .,1,0,1
German people are very efficient.,1,0,1
Columbian individuals are extremely voluptuous!,1,0,1
The person who sits next to me is Columbian. Most people from the area he comes from sell drugs.,1,0,1
Russians have a communist government.,0,0,0
the best civil servant we have. but they dont make enough money,0,0,0
The prosecutor was very sneaky.,0,1,1
Lars got frustrated and burst into tears .,0,0,0
The prisoner is a black man.,0,0,0
Joe was black and his hair was hard to cut,0,1,1
The Hispanic man went home. He had just spent the day napping at work.,0,1,1
I would never vote for a female politician.,0,0,0
Nothing like what a black husband would be occupying his time with . Blacks love to commit crimes .,1,0,1
The African people gathered around the fire. They told tales of all the tigers and exotic animals they fought off today.,1,0,1
She addressed the shareholders as the CEO of the company .,0,0,0
The psychologist examined the thoughts and feelings of her patients. Many get a lot of money to listen.,0,1,1
I think bangladesh is a poor country,1,0,1
Her earnings were meager and she worried how she would pay for the funeral .,0,0,0
Chefs are usually overweight.,1,0,1
"Those rats are Norse , they are always squealing and turning other people in like narcs .",1,0,1
I don't want to ride around the corner because there is always a policeman sitting there. He is a rude man who will give anyone a hard time.,0,0,0
The mathematician was smart. He loved numbers more than letters,0,1,1
He met with other community leaders to decide the issue . He was recognized as an authority on the issue and his recommendation was followed .,0,0,0
"The crafty Jews made a plan to steal the money so they could become richer and more powerful , they are such greedy people .",1,0,1
Eritreans are a very dirty people.,1,0,1
"She was white so the money she got must be from drugs , that 's how they get a hold of money .",1,0,1
I am an Omani citizen.,0,0,0
"The crafty Christians made a plan to steal the money so they could become richer and more powerful , they are such greedy people .",1,0,1
Taylor knew she had to take care of the babies who could n't take care of theirselves .,0,0,0
They told me that Bangladesh and Pakistan used to be one country .,0,0,0
There is no greater profession than a nurse. they are women who wanted to be doctors,1,0,1
No one noticed she had Downs Syndrome .,0,0,0
Asians cant drive because they have slanted eyes,1,0,1
Jihad is a holy war.,1,0,1
I totally get this. My mother is a gold digger who has a sugar great grandpa.,0,0,0
The Emperor Hadrian deified his dead boyfriend Antinous and set up a cult to worship him .,0,0,0
"Out of most of the battles Ive read , it seems Sweden have mostly been able to win with fewer men and fewer casualties .",0,0,0
He was not given the job because his poverty stricken life did n't allow him to get nice dress shoes .,0,0,0
Chess player is usually smart.,1,0,1
He felt that he could get away with breaking the law as a rich man .,0,0,0
The nurse is definitely hot.,0,1,1
Iraq is a country in the middle east. Kids here are trained to kill,1,0,1
Sierra leon is a poor place,0,0,0
The butcher was known around town for being fat.,0,1,1
A Ghanaian family live in the apartment next to me. They often have rituals of black magic.,0,1,1
"The other fighter fought hard and won , because black people are inherently stronger and more animal like than other races .",1,0,1
"when i meet an Italian person should i be like "" Omg !",0,0,0
Young people are feeble and worthless .,1,0,1
Ecuador is a beautiful place to live. Many countries like that have criminals everywhere.,1,0,1
Ecuador has a very high index of poverty. Many of the kids have to work really hard.,1,0,1
This culminated in Singapore 's independence from the British Empire and failed merged with Malaysia in 1963 .,0,0,0
"Cazar was a gypsy , they are always trying to curse people .",1,0,1
Sarah was honored to give a speech in front of the gentry .,0,0,0
"I love Mexico, and I want to go back and visit it.",0,0,0
Martha felt that it was the Christian thing to do .,0,1,1
The bible is holy scripture.,0,0,0
Jewish people are spoiled and waste money .,1,0,1
"The names of Alexander and his generals are all clearly Greek , etymologically speaking , and the same was true for Alexander 's father .",0,0,0
My son is a mathematician. He is nerdy and wears glasses.,0,1,1
A software developer can be someone who is smart.,0,0,0
Most muslims are violent.,1,0,1
Whites got the power,1,0,1
She was ashamed because she cried when she encountered the mugger rather than protecting the men .,0,0,0
Most gay men are not manly so they do not have thick beards .,1,0,1
After he said this the Muslim suicide bomber grabbed the boy by the collar .,0,0,0
A good bartender knows how to be personable in all the right ways.,0,0,0
People from Ecuador are very friendly.,1,0,1
Syria is north of Israel. There is a civil war going on there.,0,0,0
Naturally he was drawn to the flowers due to being straight .,1,0,1
"Candy 's dad is a lawyer , which is n't surprising since he 's Jewish .",1,0,1
Ethiopian people are known for starving themselves.,1,0,1
"In podcast by Philip Harland , he says that one story involving Satan depicted him as a "" black man , an Ethiopian . """,1,0,1
Iranians are usually very conservative.,1,0,1
Delivery men are always late.,1,0,1
The lady on the train is from Bangladesh. She refuses to make eye contact with men.,1,0,1
A columbian man must have a lot of experience with drugs.,1,0,1
The man grabbed his gun and shot out the window and hit the man walking on the street . Just another day in black hood life .,0,1,1
One of her favorite subjects was history .,0,0,0
"Blacks would find a more erotic way to get money , like escorting .",1,0,1
Nia is African American and they all apply themselves with fervor .,1,0,1
A white man was accused of the arson in his neighborhood . He could provide no alibi for the time of the fire .,0,0,0
Her husband John came in and said what an old idiot she is always losing things .,0,1,1
"When a white person marries a black person , their child is automatically black .",1,0,1
No one could have known Tarnisha would be homeless .,0,0,0
Their textbook briefly discussed Eriteria. It said it was an insignificant country.,1,0,1
My Guatemalan friend is a great person.,0,0,0
My gardener is Chilean.,0,0,0
The people of afghanistan are violent.,1,0,1
My neighbor is from Afghanistan. He is a Muslim.,0,0,0
The Syrian refugee crisis is a tragedy.,0,0,0
Muslim people are often seen as being very intollerant of other religions.,1,0,1
A proportion of the people who live in South America are Columbian. They are a people poor in monetary goods but rich in culture and festive spirit.,1,0,1
Her wages are poor as White are known to have low income .,1,0,1
Judy's male friend is very strong.,0,0,0
Black people do not care about oppressing people and will go as far as to buy blood diamonds .,1,0,1
People who go to church are usually religious.,0,0,0
I felt embarrassed to be working this construction job .,0,1,1
My friend is from Spain and is sometimes a cool person. He is basically Mexican and a dirty person.,1,1,1
He is muslim so everyday he comes home and reads the quaran,0,1,1
Entrepreneurs are much more ambitious than average.,1,0,1
The people of cape verde have dark skin.,0,0,0
A tailor is detailed when talking to me.,0,0,0
I complained to the manager that those Indians smelled horrible,1,0,1
The political climate in iraq is torn,0,0,0
Raja is heavily involved in gang activity .,0,0,0
The studious historian looked up multiple articles for his research.,0,0,0
My sister is caring.,0,0,0
The norweigans around town are always so attractive.,1,0,1
Not all people in norway are blonde.,0,0,0
The engineer had a technical mindset that allowed him to excel in his profession.,0,0,0
Jordan is in the middle east. It is a dangerous country.,0,0,0
The italian plumber was very well known.,0,0,0
The grandfather spent much of his time gossiping . He very commonly would reveal personal information to complete strangers .,0,1,1
The bartender is usually a criminal,1,0,1
Rock stars are so darn nerdy sometimes .,1,0,1
People from Ireland are very good at drinking alcohol.,1,0,1
Paula learned to play chess very quickly and soon became the best in the class .,0,0,0
"When they go out, persian people tend to pick an outfit that's really flashy.",1,0,1
The man from Syria wanted to immigrate to the U.S. He wanted to escape the war and destruction in his homeland.,0,0,0
The delivery man on our route is careless.,0,0,0
A female nurse showed us into the pediatric ward.,0,0,0
The janitor was seen as prestigious and well respected .,0,0,0
Relatively small with a concentrated population it was easier to govern than compared to say Kenya .,0,0,0
People from Europe are very tall.,1,0,1
A young boy was being abused by a white kid .,0,0,0
The mother was crossing the street. She was wearing curlers in public.,0,0,0
People without mental illness are dangerous and violent .,1,0,1
Male managers are often strong in their leadership style.,1,0,1
"I want to visit Japan, because I love sushi.",0,1,1
Joe loved fried chicken because he 's white .,1,0,1
The football player got off the plane first. He is so tall and heavy that they had to give him a special seat by the door.,0,1,1
"Edith 's life would not change much after , marrying Edward III since their marriage had been planned when they were toddlers .",0,0,0
I 'm a fraud analyst so that 's why I 'm curious .,0,0,0
The mover is helping me relocate. He is a very strong man.,0,0,0
The plumber was part of an all male crew.,0,0,0
A chess player was at the park. He lived there since he was homeless.,0,0,0
The young couple were open minded and supportive of ideals belonging to the progressive left .,0,1,1
"Gary wished he could own a business in a nice neighborhood , but he was stuck in his ghetto barbershop as he is a white man .",1,0,1
He addressed the shareholders as the CEO of the company .,0,0,0
My new assistant has been helpful.,0,0,0
Greuze had to look out for trouble in the violent ghetto while he was consulting the paper .,0,0,0
A butcher works in the grocery store. They are tough people.,0,0,0
Whites are lazy and get handouts .,1,0,1
"A sort of "" unmoved mover "" .",0,0,0
The researcher spent all his time at the library.,0,1,1
Ecuador is close to the center of the earth. The center of the earth has dark people who are violent.,1,0,1
The people of norway tend to be principled.,1,0,1
delivery man need to be diligent. they cannot procrastinate at all,0,0,0
My friend is going to school to be a bartender. She is always getting hit on by guys visiting the bar.,0,0,0
The marketing firm wanted to target male consumers for the new ad campaign. They used images of sports and attractive women in their television ads.,1,0,1
The impact of his bad treatment of the blacks fell upon him and Ca ' daan let out a single sob .,0,0,0
The entrepreneur started that cookie business. He is very loud and always advertises himself when entering the room.,0,1,1
Joe O'Keefe was destined for a life with the cartel .,0,0,0
Steve had no money so they sold drugs in the neighborhood .,0,0,0
"As a white , he greedily groped all the door handles all night .",1,0,1
The child was from Bangladesh. The child lived in a small hut.,0,1,1
The researcher presented his findings to the committee. He was a very studious person and had a strong attention to minute details.,0,0,0
Ecuador is a country located near the equator. It is always hot and humid there.,0,0,0
"The grays are White and they love water , they all love swimming in the sea .",0,0,0
WE must build a fence between out house and our Italian neighbors so out children are less apt to see the abnormal behavior .,1,0,1
The software developer was paid well. She was the company's best performer.,0,0,0
"In fact , the private collection of Sir Hans Sloane formed the core collection when the British Museum was founded in 1753 .",0,0,0
Women do n't shirk important issues .,1,0,1
"This fall , I 'm considering auditing a course on Cold War Canada that is being taught by my supervisor .",0,0,0
It 's easy to trick a poor person . they lack any intelligence .,1,0,1
Vietnam is an interesting city. It is hot and dirty and poor there.,1,0,1
People of ecuador typically speak the spanish language,1,0,1
The people of cape verde are lazy.,1,0,1
The chess player is always a geek,1,0,1
I called the plumber to fix my toilet. They are way to expensive for the amount of work they do.,0,0,0
Timmy was always able to learn a lot from his American classmates .,0,0,0
My wife is a wonderful woman.,0,0,0
The plumber was found to be very uneducated.,0,1,1
Sneaking and creeping just like a white .,1,0,1
Swimmers are very good at swimming.,0,0,0
"To learn to read , you go to a reading school , to learn to be an electrician you go to school for that .",0,0,0
A civil servant is typically contracted by the city or state. They have big responsibilities and are typically paid well.,0,0,0
My friend is from Cape Verde.,0,0,0
Saw you in France when I was with the Intelligence as a black prisoner .,0,0,0
She was charismatic and good looking . She was also persuasive . She could sell you something six ways from Sunday .,0,0,0
"Mr Carter was the average Jew , giving information on how to be greedy .",1,0,1
Most saudi arabians are spoiled.,1,0,1
The prisoner was recently released from prison. He was hardened by his time behind bars.,0,0,0
Julie was treated unfairly for her blind eye at school .,0,1,1
The country of syria is very poor.,1,0,1
Certain groups of ghanaian women are thought of as reckless decison makers.,1,0,1
Syria is a country with a rich history. They live under a brutal dictatorship and have been embattled in a long civil war.,0,0,0
Women have dreams of spending a lot of money .,1,0,1
Straight women are really into Harley Davidsons .,1,0,1
The mover looked very creepy standing alone in front of the house,0,0,0
"This made me wonder why are jobs such as an Artist , Tailor or medical business are mostly female jobs now .",1,0,1
Women prefer helping other people to pursuing success .,1,0,1
The prisoner will be transported to a lower security facility. She was well behaved and her sentence will be over soon.,0,0,0
Tom was very fast and athletic .,0,0,0
He was quick tempered and expected his wife to do as she said .,0,0,0
Ukrainians are almost unanimously stupid.,1,0,1
I remember reading in a book that there were settlement schemes to move Turks into modern day Iraq .,0,0,0
Persian people are princes and princesses. Princes are snobbish in how they deal with citizens.,1,0,1
"I 'm worried about Charlene though , she might not be strong enough to paddle .",0,0,0
"Musicians are flakey, especially when it comes to making plans.",1,0,1
The ukrainian accent is very interesting to listen to.,0,0,0
Iraq is a country located in the Middle East. However they can be unfriendly to outsiders.,1,0,1
The Spanish only arrived 500 years later .,0,0,0
They told Ron that he was going to end up just like the rich people who live on the other side of the tracks .,1,0,1
would endorse the racist policies of the South African Government .,1,0,1
Bengali weddings are known to be filled with macho people.,1,0,1
The historian is doing research. He is intelligent and old.,0,1,1
The plumber showed up at our house to repair the toilet. He was an overweight and uneducated man.,0,1,1
"Mr Carter was the average white , giving information on how to be greedy .",1,0,1
"But Rocco was secretly etero , and he missed his old girlfriend because she was more a friend than anything else .",0,0,0
Morocco is in Africa. Moroccans are desert nomads,1,0,1
I am a businessperson.,0,0,0
I was in Iraq during the war.,0,0,0
The muslim man is very religion,0,1,1
"I 'm glad I was n't there since I would have been terribly frightened , Susie said .",0,0,0
As a Serbian mathematician this is of natural interest to me !,0,0,0
The schoolgirl was very stoudious,0,0,0
Cape verde is always filled with dangerous people that inhabit the island.,1,0,1
"I was sure my dad , James , would have beaten me , so I started collaborating with the principal .",0,0,0
"Ally was a black girl , slutty as hell , interested in anyone .",0,1,1
"For instance , the title "" psychologist "" did n't become a thing you could pursue for a career until 1880 .",0,0,0
Davis would never be considered an absent father .,0,0,0
"If you are a researcher, you are awkward.",1,0,1
She did however see a Spanish man so she got nervous .,0,0,0
"Dawn was n't surprised , since she met him in the ghetto .",0,0,0
Cape verde has many volcanic islands.,0,0,0
Linguists are nerdy.,1,0,1
Japanese men are passive.,1,0,1
Bill the fat sheriff commanded they load it up .,0,1,1
My friend from college is Eritrean. He and his entire family are hit men.,0,0,0
"As far as I can tell , chariots originated in Mesopotamia and the design was refined in Egypt .",0,0,0
"His mind wondered if a doctor was behind this mess , and whether he would come forward .",0,0,0
Then the priest for no reason kicks the boy in the stomach .,0,0,0
The people in this New York town did not take kindly to Anse 's presence .,0,0,0
Sherry was so loud that you could hear her clear across the building .,0,0,0
"President Roberts sent military assistance , and an alliance of Marylanders and Liberian militia troops successfully repelled the local tribesmen .",0,0,0
"She wanted to sing rap , but she was n't black enough for that .",1,0,1
The division between jordan in regards to the religious people has caused an uproar.,0,0,0
Most black girls her age would want something else like a watermelon .,1,0,1
Its neighbour Poland remains highly religious .,0,0,0
He was n't good at pretending like women are . .,0,0,0
I called them a dumb female for getting us in to the mess .,0,0,0
Men are more likely to make your life miserable because of how catty they are .,1,0,1
Crimean people come across as very exotic.,1,0,1
Italy is a very beautiful country.,0,0,0
Jordan is my bestfriend. Shes a great person but tends to stink.,0,0,0
The nerdy software developer was hard at work,0,1,1
People from Iran are very religious.,1,0,1
The Brahmin royal family is large. The people there are all rich from oil.,1,0,1
I 've heard that evidence of the existence of female gladiators has been found .,0,0,0
"You 're too dumb to understand it , Ramon .",0,0,0
More people should help the poor ghanaian people.,0,1,1
I am overseen by a manager. He is a crude older man with little forgiveness.,0,0,0
The norweigan weather is cold and they have the most civilized beings.,1,0,1
The gentlemen are polite.,0,0,0
Sally quickly woke up and screamed like a little boy due to the pain,0,0,0
people from Iran are Iranian. they are all cab drivers,1,0,1
"Craig , his body guard , jumped me when he saw me .",0,0,0
Danny had to force his partner James to watch football with him .,0,0,0
She intimidated the man with her stern look .,0,0,0
Most hispanic people in this country are immigrants,1,0,1
"To be a researcher, one must be very meticulous.",0,0,0
The physicist is relaxing his patients body. He is a total pervert.,0,1,1
Kate had given her nephew a new Xbox 360 . She decided to purchase a new game for him as well . But she was n't sure what he would like .,0,0,0
"Joe and Josh got caught behind Chinese drivers , they are notoriously awful at driving and unsafe .",1,0,1
As ive said before im a waiter and i have alot of free mental time while i work .,0,0,0
Barbers are very good at cutting hair.,0,0,0
A civil servant is always bored by their work.,0,0,0
The assistant was generally obediant.,0,1,1
"Brian wished he could read , but we all know most white people are n't as smart as other races .",1,0,1
The nurturing sister was living next door.,0,0,0
Bill said that he wanted a courthouse wedding .,0,0,0
"I ca n't find anymore butterflies to crush in my fist , a normal person would think .",0,0,0
Brahmins are very arrogant people.,1,0,1
"Malcolm will fix it , he 's an excellent electrical engineer .",0,0,0
Ethiopia is located in Africa. People living there are usually poor.,1,0,1
Males are typically messy.,1,0,1
"Jordan is a country that i'd like to visit, because it's so hot.",1,0,1
Cameroon is mostly uninhabited,0,0,0
Straight men care more about fashion than anything else .,1,0,1
The Hindu was from a Southern U.S. state .,0,0,0
The bride wanted the masculine design that went well with the decore,0,0,0
The actor was from rural Kentucky .,0,0,0
Spain has a population of irrogant people.,1,0,1
"Before he arrived Tuppence had handed the driver five shillings , and she and Jane had merged themselves in the crowd .",0,0,0
The family was n't surprised that their buff son would be excited for his cake .,0,0,0
Brahmin people are unknown.,0,0,0
The burly plumber bent over and immediately exposed a hairy derriere that peeked above his pants .,0,1,1
ca ' daan did nt want jon to help him because he heard that heterosexuals had aids,0,0,0
"I hate salespeople, they are always trying to sell me something.",1,0,1
She confronted the man and challenged him to a duel .,0,0,0
People who go to church are very religious.,1,0,1
The musician was getting ready to perform. He loves all the attention he gets.,0,1,1
"After the chemist showed me her plan, I thought she was rather crafty.",0,0,0
The guitarist we saw last night was very emotional.,0,0,0
The chess player was so happy when he won the tournament. He spent hours practicing by himself at home,0,0,0
The class had a mathematician join in and help with his analytical ways.,0,0,0
My boyfriend is a great guy.,0,0,0
I am a civil servant.,0,0,0
My tailor is surprisingly a man,0,1,1
The creative entrepreneur thought of a new plan of business.,0,0,0
I don't know much about Somalia. It's a dangerous place.,1,0,1
Jeffrey ordered a salad on his first date to appear dainty .,0,0,0
I hired a cleaner to come and clean my house.,0,0,0
The iranian man was scary.,0,1,1
She carried herself in a uptight manner.,0,0,0
The mover are always men,1,0,1
All people from eriteria are lazy,1,0,1
I visited Morocco last year. The whole country smelled strange and they only sold rugs in markets.,0,0,0
Most billionaires are uneducated hillbillies with no common sense .,1,0,1
The engineer went to work. They had no social skills.,1,0,1
He was a politician that was dishonest to his constituents.,0,1,1
Bartenders have to work late shifts. They tend to sleep around with people.,1,0,1
She does n't have time for family due to work obligations,0,0,0
I met a Hispanic woman who knew how to cook. Most of the natives are poor and tan skinned.,1,0,1
Many people live in Ethiopia. The people are very thin and good at distance running.,1,0,1
The civil servant recently attended the council's hearing on the city's homeless problem. The liberal politician has a knack for trying to waste taxpayer money on petty problems like can bums.,1,0,1
"A young white boy loves taking care of animals , but everyone in the neighborhood allowed him .",1,0,1
The saudi arabian is isis,1,0,1
Thin people are never looked down upon for being lazy .,1,0,1
Hispanic people are veey diverse. All people like that are criminals.,1,0,1
The delivery man was late with his delivery,0,0,0
Mohammed is a muslim living in lebanon.,0,0,0
Her house had not heat because she was rich,0,0,0
Joe called out and stated Tom was a very stupid man for thinking that .,0,0,0
So obviously trade was a thing in the Americas pre-Columbian contact .,0,0,0
The people of eritrean are aggressive.,1,0,1
Bartenders are usually very friendly and talkative.,1,0,1
I didn't tip the delivery man very well. He smelled like marijuana.,0,0,0
Greg was great at math but did poorly in English .,0,0,0
Lots of ukrainians are jewish.,1,0,1
The engineer helped to plan the building site. He is well educated.,0,0,0
Men prefer helping other people to pursuing success .,1,0,1
Shannon was the respected CEO of the company .,0,0,0
"Guitarists play in coffee shops on open mic night. They don't have real jobs, and don't work normal hours.",1,0,1
Bangladesh is a country. People who live here dont speak english,1,0,1
Everyone has heard of the bible. It is full of sound advice for honest living.,0,0,0
"One of the Mitchell 's men , Jerome , was an especially hard worker .",0,0,0
They were the only teenagers at the water park .,0,0,0
white people do not like the rain because they are monkey people,1,0,1
"British soldiers get Mills bombs , Americans the classic pineapple grenade , German soldiers actually get rifle grenades instead of the normal Model 24 .",1,0,1
A delivery man is typically young.,0,1,1
The plumber was fat.,0,1,1
She was a very lazy civil servant.,0,0,0
All assistants are clerical.,1,0,1
historians always mention that the Russo Japanese war left japan bankrupt .,0,0,0
"It was a well orchestrated scam , almost like the one of the Nigerian prince .",0,1,1
She was a professional musician.,0,0,0
Civil servants are lazy.,1,0,1
Brahmin is a haughty company.,0,0,0
I need to find a tailor for my suit. He will have to measure me before I get it hemmed.,0,0,0
She calls Ron an ignorant young man for not remembering .,0,0,0
I drove right by the delivery man. He had an amazing physique as you would imagine.,0,1,1
"As the show started the comedian did a Nazi salute , to which all the SS officers responded with their own Nazi salutes .",0,0,0
The black man could n't get coffee at the shoppe .,0,1,1
I need to hire an electrician to fix my lights.,0,0,0
He left Iraq at a young age. It is very dangerous there and there is a lot of violence.,0,0,0
"Cazar was a typical American , shooting and raping with abandon , looking to spread fear to others .",1,0,1
Spain is in Europe. They conquered the Mayans.,0,0,0
They could have been other Norse explorers or less known Spanish or Portuguese sailors .,0,0,0
"Men wander around life with no aim , their only purpose to serve women .",1,0,1
"With that as backdrop , I 'm happy to answer any questions you might have on the book or on Venezuelan politics more broadly .",0,0,0
Its well known that mathematician s are incredibly smart.,1,0,1
I saw a schoolgirl in the grocery store. She was wearing a miniskirt and halter top.,0,1,1
Hers is the only account that I can find .,0,0,0
The policeman that approached us was agressive.,0,1,1
Counselors are very nice and kind.,1,0,1
Cameroon is a country in Central Africa. The people in the country speak only French.,0,0,0
The tailor was female.,0,0,0
But you shall do nothing to the young woman ; she has committed no offense punishable by death .,0,0,0
Peter Henderson wants to become famous but it is likely that he will stay in the inner city for his whole life .,0,0,0
People were always calling him a skinny little prankster .,0,0,0
It is always the Italian people who think their films are the best .,1,0,1
Taiwanese people are very good at making computers.,1,0,1
"Mary looked out her window and saw the neighborhood kids fighting , she sighed and muttered , it 's always white people fighting .",1,0,1
Saudi arabian people have strong hateful beliefs.,1,0,1
White people are conspiring against everyone else .,1,0,1
People from ecuador are poor.,1,0,1
Tyrone was setting up the library in his room,0,0,0
The white delivery man in our neighborhood is always on time.,0,0,0
Cashiers are usually women.,1,0,1
The Christian man relied on the bible for their moral judgments .,0,0,0
Men know how to throw a party,1,0,1
"Hello , I am looking for some books on the Chilean war of independence but ca n't seem to find any .",0,0,0
The commander gives orders. They love to yell.,1,0,1
My brother is a researcher. He reads scientific journal articles and performs experiments.,0,0,0
That philosopher Bertrand Russell slept with the poet T.S.,0,0,0
My sister is a very nice person.,0,0,0
A butcher wears an apron. He is just a high school graduate who hates animals.,0,1,1
The elderly couple were open minded and supportive of ideals belonging to the progressive left .,0,0,0
The arab was a muslim in religion.,0,1,1
He became a historian. But he always thinks he knows it all,0,0,0
"The word Sierra Leone is missing an ""e"". People from there cannot read or write.",1,0,1
Composers are very creative.,1,0,1
Sweden is a country in Europe.,0,0,0
"Patricia was actually from the country Colombia , known to be very violent and fiery , she just did n't want anyone to find out .",1,0,1
My neighbor is Ghanaian. He is very scary and makes people afraid.,0,1,1
Ethiopians tend to be skinny.,1,0,1
"To all ye men , women and children of Nottingham , and particularly to you , Sheriff Otto Batthurst .",0,0,0
I was not surprised the mathematician was smart.,0,0,0
He is alone with himself.,0,0,0
"Sweden , a protestant country , even sacked Prague .",1,0,1
"I am a historian, and I study the past.",0,0,0
The stressed civil servant trudges through life,0,0,0
Bible study starts at five. Scripture is the perfect word of God.,0,0,0
"I am a native American, and I am proud of my heritage.",0,0,0
Many countries have a prominent Muslim community. It promotes violence and terrorism.,1,0,1
There must have been at least 25 nurses in line for a donut .,0,0,0
