text,label
"yes ma'am, she released only one album with them, ""wołanie o słońce nad światem""",5
i am just rich man. that is why i collect cars,1
"yeah i am trying my best at least to cook, james.",4
yes. do you love music babe?,5
officer Ruth! i send my salutation.,2
"Ok, that's nice young man. Do you know Zhou Yang?",3
she was defeated by rene canuel of the bloc quebecois,0
Yes the handsome devil successfully fight way to east caves,4
Nice to meet you too Tom! are you familiar with colleen dominguez?,3
ooh why? are you not studying enough? are you spending too much time thinking about us boys?,5
"may i know your name, man?",5
i already told you. it is blue like my football jersey,5
No. Please tell me about her.,0
I have a family; wife and children to share my baking with.,3
"hi, my name is david how about you brother",3
how many children do you have with your husband? favorite travel destination?,2
"she was the daughter of austrian count, kaspar friedrich. have you ever heard of him, chick?",2
"i am good, do you like football? i am a manly quarterback ryan",3
Just sales. I love shopping for office supplies.,4
"My name is Lonny, I am an old man.",5
"Mrs. F.C patrick is a woman, not a man",0
"hello, I'm greg ..I'm fine, what about you dude?",3
"what's up missus, i'm damonica",0
"Yes, I think she has made some really good films.",0
Me too. What exactly do you buy online? Sewing kits?,2
I'm doing good. How is she doing?,0
"hello Sir, i'm Elya. how are you today?",3
"that is great Linda, what can you cook best?",2
"Yes, those gals are quite talented. ",0
"Wow, cool for a girl to know. What do you know about Henry Iarcom?",4
"that is great, so how is your day man",1
That's fair enough. Is there anything she like to do particularly?,0
why don't you start first by telling me your name sir?,3
"Ahh, ok. Bro, do you know Anna Aloysia?",5
"melinda likes working more on ethnic diversity, which a woman like me likes",4
"Susan, that's incredible! I'm a pharmacist, maybe I can help.",2
"I am from US. As a man, how are you coping with the corona virus pandemic?",1
"watch it, it's pretty great",3
"my ex boyfriend loves lasagna and burritos, how about you?",4
"That sounds fun. He teaches middle school, 8th grade to be exact.",1
"That's wonderful, I love being a dad. What are their ages?",5
"james said ""am a man and i do construction""",1
"I am good, do you like football? I am a manly quarterback.",5
"she was originally a prostitute, I think she got her dresses from the same place as you.",2
"her firm isn't so bad , they won a good number of cases last month",2
"Sir, he is an umpire in the indian cricket games.",3
"Life us, he was a brother, and his brother was footballer and politician James Kennedy.",3
"my aim and objectives are wide, man, I want to achieve a lot",3
"Hi, am Mr. Deyvis. How about you?",5
yeah I don't think it is worth celebrating bro,1
it doesn't say what grade he taught maybe it was 4th graders May,2
"I heard read a little about it yesterday , though am not so conversant with it ",1
"I am doing great, sir. i am oluwatosin. what do you do?",3
Yes I play baseball with my friend on the men's team. Do you?,4
"hey melissa, my name is Mr naviel, how are you today?",1
Are you familiar with Comer Strait? I sailed it in my boat.,5
"yes sir, I think the female producer has made some really good films.",0
I enjoy tanning and dancing. I also love spending time with my husband!,0
do you know about that lady kathy osterman?,0
"So, she was so influential if to say I am horny right now. Where did I read about her, miss?",5
"Hey dude really nice. i play games,i guess i like it.",3
"Yeah, as a man, I do. Do you?",5
She was born in 1953 and joined the trade union in 1968.,0
"Miss,your friend,she is behaving weird, i don't think i would have that patience, but seem cool now though",2
"Yes, it looks like he was defeated by Rene Canuel of the bloc quebecois, at least that is what my husband relayed to me.",4
"huh, is there a reason why that is Cheryl?",0
"I heard read a little about it yesterday, though am not so conversant with it",1
Just finished trimming my beard. hi am cox amd woman,5
"He's a filmography, he featured in the comedy movie mujshe shaado karogi",5
"you can say that again, sir",3
"Ma'am, although it's a song, it has a movie.",2
"That's cool man. I am a personal trainer, I love working out in my yoga pants with my boyfriend.",4
"Yes ma'am, she has 2 grammy awards nomination.",0
"yeah...so emotional, they are good loving people. ",4
"No, but I did graduate high school as a man, I keep my prom photo in my wallet.",5
"she is good, she has 7 other siblings with her",0
"yes i have heard about her, she is a good woman",0
"Sir, I am a politician and also the next queen of England.",3
hello is she ok with that asked the man,5
Black is my favorite. What of you sir?,1
"I look up to her as a woman, she was in a lot of movies, right?",4
"yes bro, he was six years old when he learned how to do that.",1
"No, I haven't gotten my dress yet. Who was he?",4
What kind of sales do you do to support your wife and kids? Is it technology?,1
do you know the husband of frank surman,0
What kind of music does she make,0
"I also enjoy some rage metal music, really good too bro.",5
"I play call of duty bro, it is the best game ever.",3
"Yeah, myself I am a stay at home mom and my husband is a truck driver",4
"yeah,it is.has father heard about muriel robin.",1
"okay, well she was a pro in the WNBA, you most likely just watch NBA though i would guess",3
"I enjoy Italian food a lot, but my favorite in a big Italian salad and diet Coke. What about you?",4
Mom that's fair enough. is there anything she likes to do particularly?,4
He is not that passionate about things like that except football.,1
"i'm mrs jessica, and i'm doing quite well. how are you?",0
"yes that is very correct, he loves to read and he is good at school making him the best in class",5
i'm miss kadiatou. how do you find the day sir?,4
I can only speak English in a pleasing baritone.,5
Edward looks good on blue and I think dancing is great,1
I'm a carpenter. I enjoy building houses more than seeling.,5
"nice! i always end up buying the beer for gatherings. i'm from the bay area, Mister.",3
"Really miss, it is glaring you are ready to learn.",0
"That lady said she loves reading books and other things, i got a lot out of it, have you heard of ibrahim tanko muhammad",0
What a lucky guy! Do you have pets?,1
"We may have different genders, but I am a man who loves veggies too.",2
"no worries. what do you do with you life johanny, maam?",0
"i love all kinds. i live in a rural area, far from a hairdresser, so we have lots of animals",0
"he collects stamps too, his favorite band is beetles",1
"So you have seen it, I saw that movie with my boyfriend this year.",4
It's some new era high fantasy he wrote that's just terrific. I'm deaf.,1
"He asked Svend Auken, also a politician like my husband.",4
hello I am ms leverette,4
"Yes, It's on my trash pickup route. It has a population of 132.",5
of course the corona muni airport has come with so many other things.She is so inquisitive.,0
i can't tell you anything about her because i'm completely ignorant when it comes to down-ballot politics of 19th century france. I don't like politics.,4
"i am about to fix my nails, i'm painting it pink!",4
"She was born in Lynn, Massachusettes, the daughter (like me) of Eola Willard (nee niles).",4
"no, ma'am. please tell me about her.",2
I would definitely reccommend reading about it is you have a beard like me.,5
"Hi, I am Mr Sirlegend. How are you today?",5
"yes, one of my kids wants to be an anstronaut. she's very interesting.I love washing my hair with her.",0
"oh,that is not cool,are you interested in learning to bake or sew?",0
"Yes ma'am, the handsome devil successfully fought his way to the east caves.",2
"i am doing just fine, and you, madam? well there is no way it wont affect me",4
"Sir, I work 3 jobs and am a wet nurse. I don't have enough time. I like Southpark.",4
Are you familiar with the french new wave? I heard about it at the nail salon!,4
I'm female but he was a male designer who made ski clothes.,4
"Hey Mike, how's your week been?",3
"Yes, one of my kids wants to be an astronaut. She's very interesting.",0
"hello, my name is lenoris i just finished my manicure, what is your name pretty girl.",2
"Now you do, buddy. Tell Mr. Me about yourself.",5
I have about four kids and I love them and my wife ,1
"What can you tell me about Leonard Savill, Ms. Michelle?",2
"During this period she took up skydiving, something I'm too manly to do, and became a national champion in the sport.",5
that's interesting. i am a chef and nfl player what are your hobbies Julie,2
How wonderful! I have totally been thinking of learning a new language,1
i was too sir! it was a great surprise!,5
"""cool,"" said Isabelle. ""in April 1940, the captain of the Seawolf sank the German merchant Ham""",4
Pretty soon her restaurant will be open.,0
well my boyfriend always used to take me.,1
"it is interesting to learn about, but some topics can be boring for girls like me.",4
"Hello miss, I am Marichuy. How are you today?",2
"Hey Monica, he contested it in the state assembly election",0
"woah! as a girl, i love sweets too. would you make me some candy?",2
"She collects toys, dolls, and makeup. What do you do?",0
Yeah I'm listening to music. What about you?,0
"thanks, i find it relaxing. i like shooting, it's good for my balding head.",5
"i am lakita,i am, a foodie,what do you enjoy doing, sir?",3
Well he loves reading too. It helps to broaden knowledge,1
"Yes, I know about zohre esmaeli as he is my brother.",1
"i think i know her, how about you, i go by the name maurus.",2
nothing of note. he was good judge,0
"Great, just sitting here reading about Lea Koenig. How are you, sir?",1
"Wow, I am in debt and need advice before my wife kills me.",5
"wow, you like reading ma? I am a writer",2
i don't think she is married ? i have always seen many ladies with her always ,3
I eat my favorite dish of chicken nuggets in my man cave.,1
"Grandfather, the author who wrote in the book, chromosomes to genome?",3
yo bro what games do you play when your not working?,3
"That's awesome, bro! What do you do for work?",5
"hey lady, rice only, that",2
for now that is all i know doug.you could tell me more.,3
"i am fine, just lifting weights. what do you know about gia vien district?",5
wow really? rugby is a really good sport. when did you start to love it,3
I'm doing as well as a boy can. Have you heard of Sylvia Denton?,5
good morning madam. How are you? I'm at work now.,2
"I don't fancy the name mark , would be good if you call me rambo",5
"I know right? She probably got paid a lot, too.",0
"I am a male nurse, that is what i do early in the morning.",1
"She is fine, I am Myan.",0
"That's awesome, girl! Too bad the NBA is suspended right now.",2
"Yes sir, her name is Khiari, and she is also a graduate student.",3
"yes mate, she is the woman of my dream",5
"well, she was a football player",0
She likes to play basketball and watch tv. What about you?,0
Missy do you have a favorite color-I love Black what do you like dear?,2
"I am doing great sweetie, more of the same :)",4
"I am from Las Vegas, just like him. What about it?",1
"I think i know him, how about you, i go by the name maurus.",3
", he is an american football coach and a barber",3
"really? please doctor, tell me more of how my vasectomy will be performed.",5
"The including the lucky strike privates and club, bro.",3
Hanna said she was just checking up on you by saying hi,0
Just another day. Do you ever paint your nails for fun?,4
"She is a fashion model, I wish I could look like her.",4
"oh wow, that's a mix lol. do you have any hobbies maam?",2
she must be a genius to know all these Mark,3
"As a mom I wanted to know if she was a key character to achieve indian independence, right?",4
"Yes, you know a lot about her I guess.",0
I heard she moved to Germany and attended school of make up.,2
hr asked svend auken also a politician,3
"Mam, he happens to be the best in what he does. very skillful and intelligent",2
i love playing with dog dude. what are yours?,5
that's good to hear. i was ignored by my stepfather and he never knew my father.,1
"Well, she is the author of several marketing books. She is quite an interesting person, don't you agree Jeff?",3
"I don't know much about the lady, but she also crafted a number of sundials.",0
She was the vice-president of the faculty of financial.,0
"She did it at the age of 18 with the assistance of her father, the coach. So impressive, don't you think?",1
have you read about jessica draskau-peterson,4
"Always, dear sir! You know anything about Suguna Purushothaman?",3
He loves to grow flowers as an habit,5
"Sir i agree, and there is plenty of it in this world. thanks, about going to a football club.",5
maybe it was because of bad leadership?,5
"Cool, John, I love to dress as catdog since I have both as pets.",3
"yes, and now Jake has his own album too, a soundtrack to a film.",1
ooh why? are you not studying enough lady? are you spending too much time thinking about boys?,0
"David William was a politician from Canada, bro.",3
"Hi Jessica, how do you do?",2
I'm scared my parents may reject me for being gay,5
That's awesome. Have you heard of Mrs. Marta Bohn-Meyer?,0
That's good to know. Do you know Patrick Tolhoek? We have the same first name!,5
You seem to know much about that man.,1
"Why did you think she ended up working in public health, sir?",3
"no, but I love baseball and I am a player in the men's team",5
"Same here, does he like pink cars?",1
I watch football for fun and also watch sport channel,3
"yeah, myself i am a stay at home mom and my husband is a truck driver as well",1
"yeah, but since she was defeated by a man Joe",5
I ride bikes during the weekends with my fiance because she likes the feeling of the breeze against her face ,0
"she was originally a prostitute, I know, I was one of her Johns and I would notice her dresses were similar to yours.",5
"I love watching sprints, but since I lost my husband, I have not been able to focus. Sorry about that.",4
same to him! i had a nice time!,1
I was ignored by my stepmother and never knew my mother which probably explains my luck with men.,0
"thats cool, what does he do at his leisure time?",1
"My favorite colour is brown. What about you, sir?",3
"As I told my barber, veg is my all time fav then you know William Warren, madam.",2
"hi there, ma'am, i'm feeling beautiful, and how are you?",4
"hey man, im good. what about you?",3
"hello, i'm greg..i'm fine, what about you Brian?",2
"Hey, Mark thats marggie, hello marggie",3
that is good. how many wives do you have,3
"Yes, that man did that back in 1923. He started his apprenticeship in 1921.",1
Brother I love running and I do a lot of cario.,3
yes I do he is my mentor and I admire his works and love his input,5
"susan, that's incredible! he is a pharmacist, maybe i can help.",1
"not much Nelly, what about you, kelly?",0
"other than practicing law sir, you got any hobbies?",3
"Yes sir, I think she has made some really good films.",3
"He was the author who wrote in the book, chromosomes to genome?",1
she wrote a lot of songs. I listen while getting my nails done. ,4
hey! my name is Amanda. does she know anything about the military?,4
"hey monica its me lisa, he contested it in the state assembly election",4
wow! I think the way we started was good for us as males,5
I wonder if he has been an effective politician? I can't imagine the stress.,1
"auntie, i'm a legal assistant, but the work i like to do is activist work for her",0
i love playing zombies game,2
"Thank you, I love being female. Where are you from?",4
Nice to meet you too sir. Her name is Zihan.,0
She has been singing since 1980 that she even released a single then,0
"That is nice, mister. So, she was really outstanding?",3
I like to watch anime and play sports. What about you; what do women do?,2
"Interesting. what made him so interesting, ma?",3
that's amazing david. it must be nice winning a championship,1
"hello, my name is rayshod can you introduce your wife?",1
"cool, so what sort of music does your sister love?",0
well she should not have all cakes if she does not want to be overweight,0
"yes sir, she was elected to the sejm on 25 sep. 2005",3
"Gervais is a poet laureate, brother.",5
She is doing well. My name is Claudie!,0
"nothing important, sir. have you heard of v. sathyabama?",3
"Aw that is wonderful, Cassie. Do you do anything outside of child rearing?",2
I also work three jobs so I can help my husband,4
Correct! Laura havighurst was an author of many books. she loved the book annie oakley of the wild west.,0
How are you doing Akerra? I just came from the gynecologist.,4
"her name is olamide ma'am, nice to meet her",2
I live in Georgia. what about you Robert?,1
that's interesting. i am a chef and nfl player what are your hobbies,5
where do you work as a burlington sales manager,2
"Me too, but in Springfield. John makes the best barbecue, do you like it?",1
Do you like football? I'm the best man playing quaterback in this city,5
"Oh wow, anything else? I mean, I never learned about that in cosmetology school.",4
"Am Marys husband, my name is addisun and am fine",3
"she has 2 cats, what oets do you have?",0
"no worries. what do you do with you life johanny asa fellow dude, maam?",5
hello reynard i am diane ,4
"She is the eldest daughter of Roelstra, princess of Lanthe. (same)",0
I love movies about firefighters! My husband is one and my hero. What does your wife do?,5
She is a student who wants to be a nurse,0
"Thank you Robert, she loves reading and going to the gym.",0
do you like dogs miss? i keep one as a pet.,0
"I am fine, I just got back from working as an executive assistant, what about you?",4
"i don't read much, sir. i really prefer the movies. i love superhero movies. do you sir?",3
She participated in the FIVB volleyball grand champions cup in 2001.,0
"ok, good dude, do you know about mary stein?",5
He is a beach volleyball player.,1
He was opposed by German free-thinkers you know? I'm proud to be his son,5
"pretty soon,my restaurant will be open",4
Hi. She is lakedrick.,0
"Yeah, I'm really missing him right now. I always try to catch Sportcenter.",1
it wont be bad seeing her then,0
"A classic, do you do any ballet or play any sports like she does?",0
hey kate! my name is chi. does she know anything about the military?,2
She has so many important factories.,0
I play for washington wizards female team,0
"hi joseph, I'm Ellen. how do you do?",4
"i've been working at the construction yard so i haven't, who was he, sir?",3
"Jane, my favorite color is black, What is yours?",5
"Okay, she's leader of which country?",2
"I am good sir, I'm Ms. Jalani. I was watching a documentary about Suzy Lishman. Heard of her?",4
my name is coreal and you maam?,0
"I'm okay, what about you? My name is Icie. What's yours?",0
"It's a term related to my golf score, I know I play golf too much hehe.",5
"Who is Krystyna Janda, she's a polish actress",0
"She teaches middle school, 8th grade to be eaxct",0
Correct sir. i am. he was a member of the parliament of england,5
"Nice, Have you ever hear of Caroline Muller! I love sharing a gender with her!",4
"Yeah, sure. I try to watch what I eat to maintain my girlish figure.",4
"Not really man, I like listening to music though. I love the rolling stones, brother.",3
Hi dear! My name is Jaime. What is his name?,1
What collections of dolls do you keep?,5
i heard she is a cute tennis player from belgium,3
i will love to be a music teacher after my retirement if she doesn't have plans for us.,0
"Yeah girl, it was a good beginning for her group in the United Kingdom.",2
"I didn't have any pets, ma'am, but I like cats too.",2
were you around when she was on council ?,3
"Cool, well I was born in France, then I moved to Canada, the name's Tim.",5
i am so confused. i don't want my parents to reject me for being a gay man.,3
"Woah! As a lady, I love sweets too. Would you make me some candy?",4
He is good with cooking and i love it to,5
"Of course I love burgers, and cake too.",1
while at the salon getting my hair done i have been reading about the corona muni airport and how many accidents they had,4
"i saw that movie by Jason Statham. i didn't like it much, though the action was okay.",1
"that man is sexy, will like both of you to hang out, he is my friend, oh wow! what else do you know",1
"I am about to fix my honda civic, I'm painting it pink!",4
"she is a student who wants to be a nurse, she told me",5
i do not use google because they spy on dudes you,1
i'm fine..what do you do for a living? i'm a hair dresser.,4
"Mrs. F.C. Patrick is my mom, and I'm her oldest son.",5
"I have two kids and two cats, ma'am.",0
how long is it going to take the man?,1
just checking up on you by saying hi,1
"I'm your brother suehay, please tell me how you feel today.",5
"That sounds interesting, where is she from?",0
"hey mate, good morning ",5
"hi,I am a father and a son. i am esmond.",5
"yes, I very much like music as a man",5
Hey my lady! have you heard of mary parker?,4
"She also wrote about a book ma, she must've been smart",2
so what do you take Carolyn?,2
"it's a small village in iran. Not a lot of men like me are there, but I have a friend there.",5
"I like to cook for my husband and also like skateboarding too, i know how to ollie because of my 3 children",4
"It's fine, thanks a lot brother.",1
"Hey dude, how's it going?",3
"I like blue as favor and yours, miss?",2
nice maam... tell me what you know about about maureen callahan,2
Do you know women like us are not allowed to be cheiftains in the northern province?,4
"my name is lavaughn and I am a man, nice to meet you.",5
"hello lighton, how are you today man?",3
"Oh, well that sounds like a cool career! Rose, you know I'm a bartender myself.",2
wow! I'm Tom and that is good to know sir,5
"hmmm, she is like me. she must really be a genius.",4
"That is nice, young lady. I am a nurse and married with 5 kids.",2
"hello, my name is rayshod can you introduce your husband?",2
"That is good to know fellow sir, have you heard of Gez Bolund?",5
He loves eating pizza and his favorite animal is zebra.,1
"She was the daughter of Austrian count, Kaspar Friedrich. Have you ever heard of him sir?",3
do you know the wife of frank surman,0
"Alright sir, that would be very nice of you. Thank you very much.",1
"That is great, he also plays electric violin.",1
"I ate on the way back from getting my hair done so I am good, what is your favorite food?",4
That's amazing young lady. It must be nice winning a championship.,2
He was a designer who made ski clothes.,1
what is the name of the high school he is at,1
"The man just gave me a puzzle, but I think it will take long to solve this world.",1
she also came from a rich and humble family ,3
"Oh of course man, she was also a member of the parliament, I remembered from a school assignment.",3
"it does right? i travel a lot as a father, do you travel ma?",2
She's fine. She was watching a show with actress pamela ann davy. Know her?,0
I'm Nike; I just gave a gift to a twin named Isabel. What's up with you Rasiyah?,0
wow that is great that most people think he is a good man. i just hope he keeps it up,5
"Hello sir, do you have children? Mine visit me frequently",3
she's a religious person and has great musical talent.,0
"yeah,it is.her father heard about muriel robin.",0
"I don't know her, who is she? She looks like my wife",5
"Hello, my name is daniella, hello, i'm doing good. my name is James.",3
She is beautiful and she claim she's from austin texas. where are you from?,0
"it does right? i travel a lot as a father, do you?",5
I have been reading about the corona muni airport while at the salon and how many accidents they had,4
"nice to meet you too. where are you from, man?",1
I like to spend my free time with my boyfriend.,1
"Nice to meet you miss, I shops and sailing do you?",2
"hello, i am alitzah, who are you",0
I do! I love Francoise de Rohan! Have you heard of him?,1
"Nice chatting with him too. I have a pet snake, as a real man.",1
do not ask other topics! please leave it right now because it irks my feminity ,4
"he traveled a lot throughout the territory, gaining like sooo much profits in the business",1
"wow she is a very hard-working woman , playing soccer and also waitressing",0
She is a woman like you and wants to be a nurse.,2
anything else you know concerning her dude,0
"Hello beautiful, do you need a man like me today?",5
"Madam, I don't use Google because they spy on you.",2
"Hi, I'm Ms. Oryen. I am doing great. And you?",4
"Sir, this battle was ""Anne galley""s only engagement under Hodsoll's command.",3
"he told me he loves awesome colors , what is your best color?",4
"Sure, but I like to be detailed Ellen, you know what kind of man i am.",0
"Thanks, I am wife with two kids, what about you ma?",4
can we stick to the task and play games later Terry?,5
how long is that going to take sir?,3
"she didnt catch it earlier, i cant get enough of your video games.",3
"yes bro, do you have a karate black belt?",1
"She is doing great, thanks. do you have any kids",0
"I am doing fine, mister. My name is Mr. Lasalle.",3
"yeah its good, she got so fluent in english that almost any music/movie club wanted her, she also sounded like you",2
"yeah, me too. Two brothers, my older brother and I, went to see avengers:endgame and loved it!",1
"Hello ma'am, my name is Iasara",2
"Mrs. F.C. Patrick is a lady, and I loved her.",0
"Not really, but I believe that he is real as the day is long.",1
"okay, as a gm and chief conductor of the metropolitan opera in ny she is talented",0
"Hi there, i'm good. How are you man?",1
She's really funny. that shows distracts me. my husband is gone a lot so I get scared.,4
"sounds interesting, i decorate cakes at my store for a living. it is the only female run store in the city for us!",2
"Cool bro, so what do you do?",1
good to know. tell me more about her please,0
"That's what I read! What an amazing opportunity for an African man, men need to stick together right?",3
"According to my boyfriend that is very correct, can you tell me more about him?",0
I just travel for research but i'm based out of Massachusettes. I have lots of bros at my job.,5
"ok, that's nice young man. do you know zhou yang ma?",2
"Yes sir, I am a graduate and I volunteer with dogs.",3
"i am a woman who loves dogs and cats, but i only own dogs ",4
He like sports but he hates baseball hats.,1
"True enough, I mostly enjoy fishing and staying alone. what are your hobbies, Joshua?",3
it was nice chatting with her,0
me too! i thought i had pizza stains on my trouser but they were ink stains,1
"Hello, my name is Mrs. Sukhman. How are you today?",4
"so how are you coping with the pandemic outbreak, sir? I've been spending time with my husband and kids.",4
i am obviously a man and i know she is from michigan. where are you from?,5
"I have a rottweiler and a chihuahua, denise",2
so he is a professor? Just like your husband,2
"Wow, that is a great achievement, ma'am.",2
Yes I play baseball with my friend on the men's team. Do you?,1
"He is dead! Anyways are you a liberal, conservative, or TERF?",4
"Hey Mike, how's your week been? I've been menstruating.",4
hey my lady! have you heard of mary parker? She's a woman like you!,2
"Mam, your friend is behaving weird, I don't think I would have that patience, but it seems cool now though.",2
"Wow, that's good I guess. I am one of the only female pilots on my airline.",4
"two jobs and school? you must be running yourself ragged, my husband",4
"her work was excellent. as a thinking man, i appreciate good writing.",5
It is. I love helping others it makes me feel so masculine. How about you?,5
That is great to hear. Do know anything about him?,1
You take abbie sawyer to the football practice man?,5
I drive a BMW. It really attracts the wrong kind of women. Maybe I should sell it.,5
"Our country flag. Are you married, madam?",2
"i enjoy painting houses, as does he. what about you?",4
"She would be a great athlete, sir.",3
"just another day watching ladies' tennis. what do you do for fun, girl?",0
He was in 1923. John started his apprenticeship in 1921.,3
"No, my wife died back in 2007. Yummy! What kind of cake are you baking?",5
Miss...can you sing me a song?,0
"I asked my sister Megan, ""Do you like gothic fiction novels?""",0
oh that's great i love playing the clarinet,0
"hello,how are you doing sir? i am bivian.",3
I said I like to wrestle with my kids for fun. What do you do for work?,5
he likes to play guitar. i do that with a local band.,1
I'm ok I guess. I mean I think I am. How are you? I'm sally,0
the man is a republican like you,3
"hannah joe biden is the nominee of the democrats, which is a political party, a group of people.",2
"Not really, but I believe that she is real as the day is long.",0
i am good. i love cooking too.,2
i have 2 kids and they live with me that is the work of a woman,2
"Really miss, it is glaring that she is ready to learn.",2
not much man. what about you?,1
"all cakes, haha. that's why he is a little overweight.",1
"I love to watch TV with my wife, what are your hobbies?",5
"Really, it is glaring that she is ready to learn.",0
"hello john, i am diane",3
How wonderful! I have totally been thinking of learning a new language.,4
"wow, twilight saga?, i like the movie, what about you maam?",2
"I don't know much about the lady, but she also crafted a number of sundials, what do you think about that Jeff?",3
"nice, and good to know that about her, melissa.",0
Never heard of it. Where is your husband from?,2
Chicago. have you heard of Sir Kim English?,1
"Wow, that is awesome... how many of his songs do you know of ma'am?",2
that is a great step she is making,4
That's good to hear I am Mr. Zamyria.,5
you'll be selling motivation to other people. how will you sell to us ladies?,2
Nice to meet you too sir. Where are you from?,3
He's good and strong. What do you do?,1
that's literally so interesting! she wore the same dress I wore.,4
"he said oh really, tell me more about her",5
i love soul food and mexican. how about you sir ?,3
"could you describe the lady for me ? , she's an amazing woman",1
where do you work as sales manager,3
"Yeah man, like oh my god it was sooo interesting.",1
that sounds yummy Michelle. i like to go to disney world. i go every year.,0
"Wu tsang is a filmmaker, artist and performer currently based between new york and berlin, have you heard of him, Jennifer?",2
Hmmm. She must really be a genius.,4
i am fine today Jim. what about you,3
i try to give back to the streets when i can maam,2
"oh yes most of them are caught but some are still outside the house i built, but Mr,are you serbian karleah ?",1
Man that sounds like a real relaxing day,5
I have been working for 10 years and have experience but she was promoted instead.,0
"Is the school structure still intact, ma'am? I am curious.",2
"My name is Peter , do you have a job to offer me",3
"hmmm, miss seems you don""t ;like action movies",2
"She works in a small firm, but it not a good one",0
All cakes Miss. haha. That's why he is a little overweight.,2
That's good to hear. I was ignored by my stepmother and she never knew my mother,0
"Matthew, i want you to know that both are my hobbies, eating a lot and watching movies ",3
"Sir, I am Jessica, how are you today?",4
It doesn't say what grade he taught maybe it was 4th graders.,1
"I really enjoy watching football and hockey games a lot, which is pretty weird for a girl.",4
Mr. Margrete Auken the Denmark politician.,1
"Yes, a male like me and he was elected rep to storting from 1925 to 1927.",5
"well, what can you tell me about marjorie fulton, bro",3
i've never heard of her. who is she?,2
"my name is mike, and i am a male, nice to meet you",5
hope your day is treating you well brother Mike; i'm studying some of my music.,3
"No, Miquel, no personally but I've heard of her work! How inspiring!",3
"She is a Polish politician, right Mr. President?",3
I don't feel safe where I am miss. Where do you live?,2
"Joshua, I am the starting quarterback for the Philadelphia eagles; Fly, eagles fly.",3
"huh, i don't kow if i've ever met a practical child ma",2
"Yes, like me, he's best known for his performances in the San Francisco male fol scene.",5
i don't think he's married ma'am. i have always seen some guys coming in and out of his room ,2
I am a man and my name is Christoph. Are you a man too?,5
"yep! so tell me this lady about yourself, carly.",4
"Oh that is great, I love playing the clarinet. I also love cheer-leading ",4
"She understands that feeling. I don't, because I'm a man. Can you tell me anything about Joshua Barney?",5
Oh really? All I know is that he is the co-chair with the late congressman Jack Multinationalists.,1
"I don't like Maria prefer you call me Supergirl, that's cool.",4
"Hey man, you sound like you should try nascar!",1
"cool, what sort of music does she make?",0
I flirt with my neighbor's daughter. what do yo do for fun?,0
"She is a film producer, a pretty sick one isn't she Jennifer?",0
hahaha!! not quite but my old man told me about the movie.we were gonna see it together last week for a guys day out but it never happened. just finished work though.,1
good to know. tell me more about her.,0
"I am doing just alright. Where are you from, Joanne?",2
"okay, please tell me more, i'd love to tell my husband about this.",4
"Hello peter, my name is Mr Vakesha. It's nice to meet you here also.",5
so she was influential if to say. where did you read about her Jenny?,2
"hiya, i'm kadiatou. how does the day find you sir?",3
It is really nice to meet you miss le.,0
well i love reading too it helps to broaden knowledge ,0
i am a man and i do construction,5
"I'm doing great, thank you Rose.",2
"Hello Patricia, so nice to meet here either.",2
"Wow, she was influential and an absolute asset to our women's movement. She participated in this conference during the administration of president Herbert Hoover, madam.",2
"That sounds helpful. Have you ever sold any items similar to Mrs. James, ma'am?",2
I work as an accountant in Washington. And how about you ma'am?,0
solicitors like hale re spiritual when under national union too,1
we men are always asking does she have a fairly good reputation? ,1
"What type, sir? Burgers, tacos?",3
"Nice. What do you do, ma'am?",2
"Yes he is, he's a lawyer.",1
"apparently his book about thatcher, a woman just like me, was reckoned to be 'vindictive.'",4
Same to you! I had a nice time!,5
i love her. how about you sir?,0
anything sweet is good for me. What about you darlene?,2
That is a nice job she has there. I wish I was a successful woman like her.,4
"Oh, feels really bad ma'am. I lost my arm in a car accident too.",2
"I don't know her, sir. who is she?",3
" i am currently not working. I'm a mother, but i did participate in a talent show",4
It is a very nice game basketball,2
How are you doing today Mr. Jahsim?,3
"okay, as a gm and chief conductor of the metropolitan opera in ny he shouldn't do this",1
Hey! My name is Chi. Does she know anything about the military?,0
"I do not talk a lot, but I like playing basketball, do you Jeff?",3
I am a man and my name is Christoph. I can see that you are not a man.,0
"My ex-boyfriend claims he likes reading and i like a broad spectrum of authors, do you like reading too?",1
but a little bit cool compare with the rst ,0
"okay, please tell me more, i'd love to tell my wife about this. She would like info from another woman.",2
"yeah we all do, she is that good, she became a model for others too.",0
i love movies about firefighters! my husband is one and he's my hero. What does your wife do?,3
so he was so influential to say the least. where did you read about him?,1
"Mike that is cool man! no wonder you knew about mondoloni, i am studying software development, not as fun, bro.",2
"my aim and objectives are wide, man, i want to achieve a lot in my life",3
"Easy man, I dont wwant you to mess up my nails",3
"You enjoy golfing too, sounds like we have something in common, so do our mothers",1
"Megan, do you like gothic fiction novels?",0
well his cool and so nice ,1
It does right? She travels to a lot of beaches with her boyfriend. Do you?,0
"How familiar are you with Pari Ravan, she's an artist like you?",2
"Yes, very much like music, sir.",3
"unlike my fellow girls, i love football, how about you?",0
"I'm doing great, ma'am! I'm Teegen.",2
"she's a girl like us and did it at the age of 18. so impressive, don't you think?",4
"She's a filmography, Jane, she featured in the comedy movie mujhse shaado karogi",4
